ID	TumorCurrentSmoker	NormalCurrentSmoker	TumorFormerSmoker	NormalFormerSmoker	TumorNeverSmoker	NormalNeverSmoker
AQP3	1101.39233084251	1660.36732709432	1250.43735646503	1231.16460687055	1743.71022613284	1234.87862647317
AQP4	151.893988542438	713.083420812656	183.696749554765	494.75434045139	111.794025354265	517.9306112045
AQP5	49.3966835800309	19.8961888439805	88.1081781928356	21.3342717661054	109.290245963676	18.9255026901399
AQP6	107.070274611384	118.118869360143	107.167670523207	114.394416499453	91.9262254704783	115.962614812993
AQP8	66.188258916057	126.472042053125	95.6435209602063	110.458846084259	76.3732834653923	80.9828901159092
AQP9	334.075037487625	605.759555164817	250.285232224055	391.501236334674	256.013121814755	365.103554898981
AQR	466.167347430017	474.68007366342	476.469054374327	468.18549596221	439.836142895264	461.996968301141
AR	139.672625959884	186.527549671462	142.577797817084	207.189819596773	158.357730439773	211.424275725185
ARAF	610.817483339064	802.707040846099	894.254739754075	870.871642961279	766.242529706431	820.076337816101
ARAP1	420.46643921427	632.755155298312	423.914839991181	605.854404563805	452.211847032769	553.912511408553
ARAP3	294.500443032908	595.475328628273	321.781645651329	693.185778067374	338.750052813983	782.919583491304
ARC	14.7459726883239	50.9679430108871	21.6702433661717	43.4317892046832	15.7592132292775	52.6884685054395
ARCN1	1583.35766223277	1032.21165819521	1298.65201045515	1067.98112523141	1527.03053523852	1120.56411733977
AREG	415.279766732515	415.830594184981	578.386477158423	306.947317327564	393.803197528247	361.595359914222
AREL1	748.032121074136	557.451129216712	802.314594337101	598.171796121522	629.043813885902	572.258504595928
ARF3	1479.00968909553	1231.99751387062	1401.21393096236	1280.16471284565	1480.45376404315	1256.32674581673
ARF4	4538.91432018821	3526.80332354651	4273.66948337601	3172.92677535395	4512.24589944343	3189.2214587709
ARF5	1323.44419635693	861.736418794973	1514.1697555937	1064.54613958318	1309.82634282781	1076.52090387177
ARF6	1204.5144460537	928.06199441493	1220.06440756054	957.064669696689	1089.13822795861	866.249219275887
ARFGAP1	550.896174350966	446.934673641548	582.355264009577	511.566475217295	582.793257163994	487.406925943089
ARFGAP2	961.279146129075	1089.38278637219	986.044041970792	1246.03511954112	1001.71944132457	1255.85336185778
ARFGAP3	1000.45714586262	854.916547809206	849.252008848285	620.613246641127	904.171886770219	723.564126482959
ARFGEF1	735.137420467892	493.093871724534	693.859856839512	478.8908555614	668.151843721723	495.814051782813
ARFGEF2	427.390261000743	309.769271059439	396.559146976589	287.832886865838	328.535911557101	285.716950229711
ARFIP1	403.801013676636	363.264073636792	394.479194316442	355.237624032015	390.099270945323	396.499827680276
ARFIP2	1116.61474579392	918.627557960203	1253.88505486442	982.718827279278	1269.02638416671	867.286571592131
ARFRP1	185.767886024604	172.397292827385	211.31881707495	212.32069242072	265.423651047933	183.321060295899
ARG1	52.8209080643281	69.5834448798096	71.0055011872874	66.182461629965	74.9450279515653	69.8074751137366
ARG2	269.118187503077	188.883212924525	262.747221015008	161.876028910826	247.442244715384	164.16025129753
ARGLU1	1485.6376153649	2442.7975399591	1647.45666083413	2430.06933960843	1545.98972924175	2988.1144514668
ARHGAP1	866.182691591624	898.505572426974	1008.62299333651	1016.26469244036	1108.27649818398	943.131244172299
ARHGAP10	238.810597658317	359.464843302597	249.497282180254	328.75504854423	265.590797933885	320.995772806829
ARHGAP11A	40.9329922560823	37.8618542252574	35.628232192111	29.5717009519191	40.8216139292566	26.2141578324437
ARHGAP12	420.48813356687	322.275188041316	425.336045467932	328.602669832459	408.718595985434	332.662955679168
ARHGAP17	813.101619651367	836.447407619249	816.828859241047	1065.35836205894	914.070427688261	981.19961644322
ARHGAP19	111.43315396808	110.522855220164	98.982052638068	124.670793699019	89.8358604324699	172.366696381106
ARHGAP22	102.976980312105	119.47011824677	102.47767047923	112.464371312295	87.0287305721956	110.516693470414
ARHGAP24	174.397436014117	280.092700036201	238.022678124038	270.674259050413	205.0325170382	274.2495844301
ARHGAP25	306.571896831124	532.621805796217	293.716265076042	580.176217710291	298.885541157219	601.499962081013
ARHGAP26	111.337033757718	111.023547531921	142.045522508423	114.434741838772	109.363406409547	109.186893553284
ARHGAP28	68.4855742854594	68.4022720289489	62.7418082872659	57.0861897675125	59.8942604921875	56.9989827752316
ARHGAP29	1384.96077678716	2503.71757583719	1541.51895431741	2786.82283407946	1658.39184700136	3501.53725501579
ARHGAP32	275.26090283036	220.244100710071	303.01335021615	236.329906281202	354.202269944853	235.791831946391
ARHGAP33	95.2186217115059	74.938995785335	142.665545621429	82.3957652308463	108.309698429387	69.9646031344859
ARHGAP35	133.116404409843	136.793488373487	148.576463690507	140.987340045728	137.888640713007	129.060877427805
ARHGAP4	53.2202706607338	73.6905012633179	65.4136349304206	90.0620972997673	88.7658221031932	114.65952927967
ARHGAP44	117.842198796197	234.369621669534	141.312257593321	232.100228452699	142.973978742804	245.34699268292
ARHGAP45	298.376790610649	321.638259266222	347.865692922186	373.954347332208	331.992528937251	382.07754740023
ARHGAP5	833.035623531994	693.534392683273	950.468989415243	777.523240335253	918.087025195519	925.028052859493
ARHGAP6	78.3911668453981	288.903925352861	92.0840489275665	325.45995762411	82.9068716477633	394.625196246051
ARHGDIA	1318.17531353068	1276.28192207625	1532.43753544911	1404.16457630378	1262.96285723015	1331.70430279664
ARHGDIB	3153.18614171534	4708.02189352931	3546.30406552828	4345.64915099681	5205.50118783781	4254.62510876926
ARHGDIG	87.7244317255519	99.2312348366873	105.106914349443	114.973862754907	95.3434408567642	95.7583933256365
ARHGEF10	250.007772402905	450.860851044323	228.830082079582	547.793075873317	234.414132650866	665.247435642988
ARHGEF10L	360.477646508492	388.228646992565	370.479253307388	383.874714533139	414.845243546957	332.391446109897
ARHGEF11	318.754244639863	292.522673986768	358.441039560467	325.888170958682	313.538679391919	298.184181766079
ARHGEF12	505.239633029645	523.92410214814	487.175723993346	577.605615475088	532.234070869547	627.436967230272
ARHGEF15	194.953072828686	322.967482337999	227.923982056455	402.231813340415	207.815723037614	406.066892610904
ARHGEF16	458.747074067894	207.015761188674	448.743488550983	252.018033817117	380.768562714355	219.629815697895
ARHGEF17	211.611589972847	424.372192319152	233.335778089098	529.941744068711	252.255059037841	523.01682845097
ARHGEF18	926.282905322863	1066.06193272597	980.993420897909	1026.59896057916	1124.30888593566	1100.7654361342
ARHGEF2	860.550897796189	1154.63303417866	914.233201954157	1180.08857000394	836.097028271945	1222.47651479985
ARHGEF26	57.7843289629743	146.462206694157	59.7713240000185	155.848770223352	54.0720326973211	191.492440666364
ARHGEF28	164.180685762646	235.239005717159	181.974623993524	235.20034610665	233.341694809426	247.72734850232
ARHGEF3	704.655378132077	1128.94529345757	684.677678858496	1030.92154202617	787.448157710416	1252.45729101736
ARHGEF38	207.276721747268	275.590526243932	287.930084353159	289.497644213736	259.117573373467	229.791354163239
ARHGEF4	116.369769236105	129.317980304872	111.831060399293	151.36003182106	100.51680246388	152.607679863047
ARHGEF40	211.550611556605	346.361994500463	265.509828201194	448.202430495379	322.604061216729	468.006683165833
ARHGEF5	473.62711605036	354.488340751296	483.845014942512	387.107531328768	433.229979375116	367.454050112364
ARHGEF6	443.281114918319	705.900577023485	505.264128880714	769.115037264714	448.855680581656	852.836399705917
ARHGEF7	693.968558963459	758.521135321051	718.387866244892	855.50577176239	711.553964542424	831.299564129395
ARHGEF9	102.552188615141	112.168010954518	126.912550417743	148.459599163115	165.20579465971	141.571590008313
ARID1A	1190.28693629349	1133.68796832281	1228.2847633952	1101.43352779527	946.358427020421	1107.86306558402
ARID3A	137.141195388112	104.454143089587	118.951735039924	106.677291239141	84.0863320454512	102.093569970918
ARID3B	88.3620912859343	105.632236438403	67.6097089099657	89.0361351357577	83.9902479600649	83.9167359032279
ARID4A	244.90645673047	374.161191949937	283.671157184518	307.688525132813	274.467590790759	336.198539454575
ARID4B	613.568805200485	562.729577539688	545.249445135546	503.266165199762	488.462787088486	545.959929141003
ARID5A	142.931594548539	217.900256777762	105.249655975107	223.537553499764	139.987712559429	226.989927373688
ARID5B	2019.78192285095	2313.53094247711	1954.94386098983	2207.47018067135	1754.18262914826	1940.79085563713
ARIH1	571.357751102786	574.439849226468	572.227409902536	562.661914510462	513.663065105993	526.475518537169
ARIH2	293.245171514822	308.639088673934	314.856499921634	306.211152747711	297.185223069276	302.758082932782
ARL1	781.069609571235	517.643471240125	623.920968977337	484.844800627797	579.928122204625	488.819774845605
ARL14	92.8221614044818	23.8001874118573	109.001477027543	26.309684280264	50.1403218067854	25.2764090422107
ARL15	79.4596498625159	85.4170049667338	96.6043534801601	76.8116090504156	88.7756962039366	71.1448406323765
ARL2	706.258365551363	657.010788802813	617.375207847159	844.858955847255	658.55466030914	841.619436549254
ARL2BP	575.621789774838	672.679515369026	657.728866607759	690.052086840552	708.466232544868	637.198783863619
ARL3	322.809237216502	278.227245128222	255.250990246937	344.316938732667	276.775715621234	333.308811570516
ARL4A	864.422251404782	699.518785823595	649.176017772776	595.747851313855	868.774862015669	589.33334578847
ARL4C	777.953779685399	445.819619077089	711.594279062404	466.134230208884	636.531032259281	409.56666919301
ARL4D	143.411465991503	103.732744041153	119.038115710131	141.000276503649	124.638090084743	114.902310483552
ARL6IP1	2489.26113273282	1876.95939359998	2240.22025772944	1622.06317875341	2206.41691748393	1697.51663587609
ARL6IP4	632.821909548593	638.864700248267	602.121689668511	768.40752852979	735.36658904427	699.386809627697
ARL6IP5	3419.04540851774	4553.56989806409	3964.58892361011	4352.58273529212	4312.68632736927	4169.73761391465
ARL8B	2398.27196492689	2573.88208062055	2179.08576426214	2430.70157956558	2510.44433153933	2507.66726986464
ARMC1	871.074316924911	546.215070696925	656.173966038625	435.701934740734	606.241616255832	519.162801649061
ARMC4	72.3724614732131	60.3757341658756	89.8423404246779	75.3033985035587	98.3117414412792	67.4126995160629
ARMC6	129.557742606988	137.932419019915	142.823349953659	147.133912440731	155.515084109074	140.586296725326
ARMC7	162.741901940117	154.602512417686	151.84020316958	174.166658926253	175.436812843379	177.655212991913
ARMC8	333.147053084139	427.129612456575	322.959459747974	366.902250584513	302.701967804219	393.590654052463
ARMC9	77.051137455826	63.2538609254561	64.4985843369452	71.8951044401817	145.070893872202	61.953842210494
ARMCX1	478.358021713908	743.447914112959	393.904605904901	707.206427669882	414.692596900415	812.573785793573
ARMCX2	530.551376330087	427.21558245204	481.970751532684	466.083236312896	455.925953268606	484.299995065471
ARMCX3	1133.71252386141	1056.84302945933	1102.16340684855	1059.71920802953	1269.1795178913	1067.5000828999
ARMCX4	17.1256904362478	36.7075571710341	19.9728117455791	31.5690462902675	25.0210600989082	24.5697419336508
ARMCX5	337.207620538759	317.297369630661	383.111055215709	262.76722379262	384.852929999675	273.996420120815
ARMCX6	1420.48713524237	1393.76125053409	1468.44400314596	1424.37584850191	1719.68024255193	1303.72266235164
ARMT1	479.152431852822	486.159918386471	395.397779881839	397.08409663288	415.988303339616	439.610359550002
ARNT	88.1603995547787	85.4701861336642	83.2194039985591	93.7108900557676	57.6832426622569	106.711006023312
ARNT2	173.06976994769	207.086855246342	109.746808792017	197.967690381397	185.398654587291	209.276069892589
ARNTL	216.249983633464	272.43754751974	285.883005300204	268.092622628579	228.934402843489	205.409747666119
ARNTL2	270.158785462765	120.02532492221	261.612205025374	88.3267712771686	184.110658960962	76.9738699707608
ARPC1A	2966.34439022897	1312.79172026345	2041.18588292339	1557.27992738047	2300.07930916842	1660.08952237309
ARPC1B	3960.57058235252	2681.2952492318	2994.27605097121	2670.63112394618	3349.53943171146	2442.44227175204
ARPC2	3912.59121180562	4558.37291091504	3753.04173183641	3928.90059128364	3564.09141204564	4113.21229113035
ARPC3	2621.60148540633	1872.02444163459	2053.61568711155	1699.29820917862	2210.97782646195	1858.15191962123
ARPC4	482.579223921571	420.474585395102	432.457254280758	580.968649952145	594.630220660845	544.868454029497
ARPC5	3216.72072550539	3684.42086123859	3188.10421508668	3391.53452574664	3493.05885184375	3571.6086844899
